id,name,normalized_name
3079,Lenny's Bedroom,lenny bedroom
3080,Lenny's Apartment Building,lenny apartment building
3081,Fox Lot,fox lot
3082,Fox Network Building,fox network building
3083,Suburban Connecticut Home,suburban connecticut home
3084,Dank Irish Pub,dank irish pub
3085,Charles And Verity'S House,charles and verity house
3086,Professional Football Headquarters,professional football headquarters
3087,Duff Beer Etc. Stadium,duff beer etc stadium
3088,Dr. Egoyan's Office,dr egoyan office
3089,Suicide Room,suicide room
3090,Another Springfield Street,another springfield street
3091,Bangalore Airport,bangalore airport
3092,Bangalore Market Place,bangalore market place
3093,Bangalore,bangalore
3094,Bangalore Nuclear Power Plant,bangalore nuclear power plant
3095,Concrete Apartment Building,concrete apartment building
3096,Kavi's Apartment,kavi apartment
3097,Waiting Area,waiting area
3098,Homer's Throne Room,homer throne room
3099,Ceremonial Chamber,ceremonial chamber
3100,"Plymouth, England",plymouth england
3101,Docks,docks
3102,Deck Of The Ship,deck of the ship
3103,Mayflower,mayflower
3104,Ship Deck,ship deck
3105,Atlantic ocean,atlantic ocean
3106,Plymouth Colony,plymouth colony
3107,Portsmouth Harbor,portsmouth harbor
3108,Bounty,bounty
3109,Palapa,palapa
3110,Upside-Down Ship,upside-down ship
3111,Upside Down Ship,upside down ship
3112,Broadway Theater,broadway theater
3113,Springfield Elementary Girls' Side,springfield elementary girls side
3114,Girls' School,girls school
3115,Boys' School,boys school
3116,Pink,pink
3117,Flanders' Front Porch,flanders front porch
3118,Curb,curb
3119,Banquet Hall,banquet hall
3120,Hallway Outside Marge's Hospital Room,hallway outside marge hospital room
3121,Springfield Public Park,springfield public park
3122,Shelbyville Inn,shelbyville inn
3123,Function Room,function room
3124,Seaside Café,seaside café
3125,Springfield Community Theater,springfield community theater
3126,Museum Exhibit,museum exhibit
3127,Weapons Exhibit,weapons exhibit
3128,Hall Of Man,hall of man
3129,Episcopalian Church,episcopalian church
3130,Owner'S Box,owner box
3131,Buck And Tabitha'S House,buck and tabitha house
3132,Springfield Music Hall,springfield music hall
3133,Dressing Room Door,dressing room door
3134,Bad Neighborhood,bad neighborhood
3135,Nice Neighborhood,nice neighborhood
3136,Fat Tony'S Suv,fat tony suv
3137,Suv,suv
3138,Fat Tony'S Mansion,fat tony mansion
3139,Cognac Room,cognac room
3140,Therapy Office,therapy office
3141,Jazzy Goodtime's,jazzy goodtime
3142,Springfield Animal Shelter,springfield animal shelter
3143,Old Springfield Mall,old springfield mall
3144,Builders' Barn,builders barn
3145,Roller Coaster Site,roller coaster site
3146,Thai Food Factory,thai food factory
3147,Roller-Coaster Site,roller-coaster site
3148,Springfield Main Street,springfield main street
3149,Prague,prague
3150,Breadline,breadline
3151,Kbbl Skyscraper,kbbl skyscraper
3152,Kang And Kodos'S Spaceship,kang and kodos spaceship
3153,Military Base,military base
3154,The Sole Provider,the sole provider
3155,Awards Ceremony,awards ceremony
3156,Army Recruitment Office,army recruitment office
3157,Base,base
3158,Visiting Area,visiting area
3159,Ridge,ridge
3160,Colonel'S Tent,colonel tent
3161,Army Command Center,army command center
3162,Internment Camp,internment camp
3163,Springfield Reservoir,springfield reservoir
3164,German Olympic Stadium,german olympic stadium
3165,Athletic Field,athletic field
3166,Spectator Stands,spectator stands
3167,Diving Platform,diving platform
3168,Area Beside Track,area beside track
3169,Seedy Neighborhood,seedy neighborhood
3170,Regent Hotel,regent hotel
3171,New York,new york
3172,American Poetry Perspectives,american poetry perspectives
3173,New England Countryside,new england countryside
3174,College-looking Building,college-looking building
3175,Main Building,main building
3176,Cocktail Party,cocktail party
3177,Wordloaf,wordloaf
3178,Vermont,vermont
3179,Roadside Maple Syrup Stand,roadside maple syrup stand
3180,Pond,pond
3181,Break Room,break room
3182,Black Void,black void
3183,Nelson'S Backyard,nelson backyard
3184,Locker,locker
3185,Rocky Coast,rocky coast
3186,Tide Pools,tide pools
3187,Grotto,grotto
3188,Rocky Beach,rocky beach
3189,Springfield Sports Arena,springfield sports arena
3190,Sports Arena,sports arena
3191,Scottsdale,scottsdale
3192,Jackpot Realty Building,jackpot realty building
3193,Scottsdale House,scottsdale house
3194,Simpson Scottsdale House,simpson scottsdale house
3195,Ferry Dock,ferry dock
3196,Ferry Boat,ferry boat
3197,Barnacle Bay,barnacle bay
3198,Dilapidated Hotel,dilapidated hotel
3199,Low-Quality Inn,low-quality inn
3200,The Rotting Pelican,the rotting pelican
3201,Open Sea,open sea
3202,Oceanographic Institute,oceanographic institute
3203,Old New England Lighthouse,old new england lighthouse
3204,Captain'S Bridge,captain bridge
3205,Stormy Seas,stormy seas
3206,Japanese Fishing Trawler,japanese fishing trawler
3207,New England Forest,new england forest
3208,Interstate,interstate
3209,Paris,paris
3210,Chez Simpson,chez simpson
3211,Palais De Justice,palais de justice
3212,Chateau d'If Prison,chateau dif prison
3213,Chateau d'If,chateau dif
3214,Deserted Island,deserted island
3215,Beautiful Palace,beautiful palace
3216,Chez Meaux,chez meaux
3217,Monte Cristo'S Palace,monte cristo palace
3218,Opera Hall,opera hall
3219,Bart-man's Mansion,bart-man mansion
3220,Outlook,outlook
3221,Cletus' Barn,cletus barn
3222,Road Outside Springfield,road outside springfield
3223,Springfield Multicultural Center,springfield multicultural center
3224,Center,center
3225,North Haverbrook Main Drag,north haverbrook main drag
3226,North Haverbrook Overlook,north haverbrook overlook
3227,North Haverbrook Courthouse,north haverbrook courthouse
3228,Capital City Convention Center,capital city convention center
3229,Convention Center Auditorium,convention center auditorium
3230,Chapel Office,chapel office
3231,Play Field (Black And White),play field
3232,Art Room,art room
3233,Infomercial Studio,infomercial studio
3234,Homer and Marge's First Apartment,homer and marge first apartment
3235,Lakeside Mansion,lakeside mansion
3236,Café De Mexico,café de mexico
3237,Upscale Apartment,upscale apartment
3238,Marge's Apartment,marge apartment
3239,Dept. Store,dept store
3240,Homer and Marge's Apartment,homer and marge apartment
3241,Shuttle,shuttle
3242,Spuckler Farm,spuckler farm
3243,Dr. Swanson's Office,dr swanson office
3244,Different Psychologist's Office,different psychologist office
3245,Honeymoon Suite,honeymoon suite
3246,Grampa and Selma's House,grampa and selma house
3247,Dmv Front Area,dmv front area
3248,Travel Agency,travel agency
3249,Large Magazine Building,large magazine building
3250,Editor'S Office,editor office
3251,Upscale Supermarket,upscale supermarket
3252,Pillowmint Hotel,pillowmint hotel
3253,The Springfield Inquisitor Offices,the springfield inquisitor offices
3254,Waterfall,waterfall
3255,Celebrity Mansion,celebrity mansion
3256,Tabloid Editor'S Office,tabloid editor office
3257,Hip Club,hip club
3258,Snub Club,snub club
3259,Ocean Rig,ocean rig
3260,Earthland Realms,earthland realms
3261,Trophy Room,trophy room
3262,Little League Field,little league field
3263,Shelbyville Grand Wailea Hotel,shelbyville grand wailea hotel
3264,Fire Station,fire station
3265,Dalmatian Kennel,dalmatian kennel
3266,Jewel-Encrusted Doodads Room,jewel-encrusted doodads room
3267,Springfield Public Pool,springfield public pool
3268,The Sharper Mark-Up,the sharper mark-up
3269,Burning Apartment Building,burning apartment building
3270,Upper Apartment,upper apartment
3271,Skid Row Mission,skid row mission
3272,Outdoor Fairgrounds,outdoor fairgrounds
3273,October Harvest Festival,october harvest festival
3274,Harvest Festival,harvest festival
3275,Corn Maze,corn maze
3276,Springfield Animal Police Academy,springfield animal police academy
3277,Cop Bar,cop bar
3278,Lou's Police Cruiser,lou police cruiser
3279,Lou'S Townhouse,lou townhouse
3280,Ctu,ctu
3281,Bullies' Hideout,bullies hideout
3282,Jimbo'S Basement,jimbo basement
3283,Jimbo'S House,jimbo house
3284,Ventilation Room,ventilation room
3285,Wiener Water,wiener water
3286,Spinster City Apt.,spinster city apt
3287,Mayor Quimby'S Mansion,mayor quimby mansion
3288,Sewer,sewer
3289,Springfield Dental Complex,springfield dental complex
3290,Dental Complex,dental complex
3291,Dental Treatment Room,dental treatment room
3292,Dental Room,dental room
3293,Channel Six Weather Desk,channel six weather desk
3294,Brockman'S Office,brockman office
3295,Sideshow Mel's House,sideshow mel house
3296,Dark Castle,dark castle
3297,Chicago'S Midway Airport,chicago midway airport
3298,Second City Theater,second city theater
3299,Midway Airport,midway airport
3300,Barney's,barney
3301,Handyman's Choice Factory,handyman choice factory
3302,Handyman'S Choice,handyman choice
3303,Handyman'S Choice Corporation,handyman choice corporation
3304,Shelbyville Airport,shelbyville airport
3305,Burns's Chest,burns chest
3306,Guidopolis Mook-E-Mart,guidopolis mook-e-mart
3307,Bank Parking Lot,bank parking lot
3308,Guidopolis Street,guidopolis street
3309,Tow Truck Cab,tow truck cab
3310,Inside Impound Lot,inside impound lot
3311,Town Line,town line
3312,Louie'S House,louie house
3313,Louie'S Basement,louie basement
3314,Guidopolis,guidopolis
3315,Streets Of Guidopolis,streets of guidopolis
3316,Apple Orchard,apple orchard
3317,Ladies Clothes Store,ladies clothes store
3318,Prison Yard,prison yard
3319,Therapist's Office,therapist office
3320,Upstairs Hallway Bathroom,upstairs hallway bathroom
3321,Construction Site Overlooking Museum,construction site overlooking museum
3322,Girder,girder
3323,What Looks Like Couples Therapist's Office,what looks like couples therapist office
3324,Deserted Street,deserted street
3325,Government Building,government building
3326,Mrs. Skinner'S Front Door,mrs skinner front door
3327,Heck House,heck house
3328,Cruise Ship Terminal,cruise ship terminal
3329,Cruise Ship,cruise ship
3330,Springfield Countryside,springfield countryside
3331,Telephone Company Office,telephone company office
3332,Coolsville,coolsville
3333,Flashy Gym,flashy gym
3334,L.A. Body Works,la body works
3335,Storefront,storefront
3336,Shapes,shapes
3337,Mini Mall,mini mall
3338,Palm Springfield,palm springfield
3339,Resort,resort
3340,Fancy Reception,fancy reception
3341,Plastic Surgeon's Office,plastic surgeon office
3342,Surgery Room,surgery room
3343,Nurse's Station,nurse station
3344,Shopping Center,shopping center
3345,Gadget Gulch,gadget gulch
3346,Living Room Set (Commercial),living room set
3347,Freeway Offramp,freeway offramp
3348,Rib Restaurant,rib restaurant
3349,Wes Doobner's Restaurant,wes doobner restaurant
3350,Casket,casket
3351,Dimwillie's,dimwillie
3352,Medium-sized Medical Building,medium-sized medical building
3353,Medical Office,medical office
3354,Treatment Room,treatment room
3355,Homer's Apartment,homer apartment
3356,Homer's Memory,homer memory
3357,Below Bridge,below bridge
3358,Air Below Bridge,air below bridge
3359,Duff Party Boat,duff party boat
3360,Party Boat,party boat
3361,New Hampshire,new hampshire
3362,Corporate Hotel,corporate hotel
3363,Spooky Castle,spooky castle
3364,Republican Party Castle,republican party castle
3365,Trader Earth's,trader earth
3366,Prof. August'S Class,prof august class
3367,College,college
3368,College Campus,college campus
3369,Professor August'S Office,professor august office
3370,College Green,college green
3371,Grunge Club,grunge club
3372,Brownstone,brownstone
3373,Victorian Mansion,victorian mansion
3374,Rural Road Near Beach,rural road near beach
3375,Student Union,student union
3376,Little Seattle,little seattle
3377,Classic Simpsons Mini-golf Course,classic simpsons mini-golf course
3378,Tunnel Of Love,tunnel of love
3379,Rural Texas,rural texas
3380,Small Town Bank,small town bank
3381,Upscale Early 20Th Century Neighborhood,upscale early 20th century neighborhood
3382,The Vamp'S Mansion,the vamp mansion
3383,Crest Of Hill,crest of hill
3384,Dog Moe's Watering Hole,dog moe watering hole
3385,The Vamp'S Yard,the vamp yard
3386,Punk Club,punk club
3387,London Street Outside Club,london street outside club
3388,Indoor Arena,indoor arena
3389,Cbgb,cbgb
3390,Loaner Car,loaner car
3391,Loading Dock Behind Auditorium,loading dock behind auditorium
3392,Storage Warehouse,storage warehouse
3393,Warehouse Roof,warehouse roof
3394,Bleachers,bleachers
3395,Television Room,television room
3396,Springfield National Forest- Day,springfield national forest- day
3397,Springfield National Forest- Another Area,springfield national forest- another area
3398,Black Van,black van
3399,Sneakers Van,sneakers van
3400,Taj-Mah-All-You-Can-Eat,taj-mah-all-you-can-eat
3401,Springfield National Forest- Accident Site,springfield national forest- accident site
3402,"""mistress-style"" Apartment",mistress-style apartment
3403,Prince House,prince house
3404,Butterfly Enclosure,butterfly enclosure
3405,Chazz Busby Ballet Academy,chazz busby ballet academy
3406,Ballet Academy,ballet academy
3407,Springfield Ballet Theater,springfield ballet theater
3408,Raccoon Hutch,raccoon hutch
3409,Rural Highway,rural highway
3410,Other Car,other car
3411,Main Farm Building,main farm building
3412,Cheddarbarrel Farm,cheddarbarrel farm
3413,Pig Pen,pig pen
3414,Chicken Area,chicken area
3415,Picnic Table,picnic table
3416,Dairy Barn,dairy barn
3417,Calf Judging Tent,calf judging tent
3418,Feedlot,feedlot
3419,Rural Farm,rural farm
3420,Spuckler House,spuckler house
3421,Transport Vehicle,transport vehicle
3422,Cow Suit,cow suit
3423,Feedlot Truck,feedlot truck
3424,Vehicle,vehicle
3425,Near Simpson Car,near simpson car
3426,Utah Mountains,utah mountains
3427,Sundance Institute,sundance institute
3428,Mountain Top Highway,mountain top highway
3429,Park City,park city
3430,Chili Tent,chili tent
3431,Nelson's Trailer,nelson trailer
3432,Stuff-N-Hug,stuff-n-hug
3433,Abe and Mona's House,abe and mona house
3434,Springfield Funeral Home,springfield funeral home
3435,Springfield Monument Park,springfield monument park
3436,Higher Up On Mesa,higher up on mesa
3437,Foot Of Mountain,foot of mountain
3438,Further Up Mesa,further up mesa
3439,Butte,butte
3440,Top Of Butte,top of butte
3441,Secret Base,secret base
3442,Mountain Secret Base,mountain secret base
3443,Springfield Hilton,springfield hilton
3444,Sound Stage,sound stage
3445,The Krusty Show Soundstage,the krusty show soundstage
3446,Krusty's Cabin,krusty cabin
3447,Gavelby's Auction House,gavelby auction house
3448,Downtown Springfield Street,downtown springfield street
3449,Lucky Jim'S Bail Bonds,lucky jim bail bonds
3450,Lucky Jim'S,lucky jim
3451,Au Naturel,au naturel
3452,Homer And Ned's Office,homer and ned office
3453,Subway Platform,subway platform
3454,Concrete,concrete
3455,Penitentiary,penitentiary
3456,Tunisian Desert,tunisian desert
3457,Hawaiian Bar,hawaiian bar
3458,"Sydney, Australia",sydney australia
3459,Australian Bar,australian bar
3460,"Stockholm, Sweden",stockholm sweden
3461,Inga-Bar Beerman's,inga-bar beerman
3462,Andes Mountains,andes mountains
3463,Machu Picchu,machu picchu
3464,Woosterfield Hotel,woosterfield hotel
3465,Regency Ballroom,regency ballroom
3466,Bathroom Stalls,bathroom stalls
3467,Woosterfield Manor,woosterfield manor
3468,Incredibly Cool Indoor Pool,incredibly cool indoor pool
3469,Huge Stately Library,huge stately library
3470,Simon'S Room,simon room
3471,Woosterfield Estate,woosterfield estate
3472,Aspen,aspen
3473,Downtown Aspen,downtown aspen
3474,Mountainside,mountainside
3475,Ski Lift Chair,ski lift chair
3476,Picturesque Roadside,picturesque roadside
3477,Homer's Roadster,homer roadster
3478,Millionaire's House,millionaire house
3479,Kozy Kabins,kozy kabins
3480,Bouvier Residence,bouvier residence
3481,Party,party
3482,Cabana,cabana
3483,Pool Area,pool area
3484,Glider,glider
3485,Woods Near Kozy Kottages,woods near kozy kottages
3486,Kozy Lake,kozy lake
3487,Woods Nearby,woods nearby
3488,Woods Near Kozy Kabins,woods near kozy kabins
3489,Park Ranger Observation Tower,park ranger observation tower
3490,Chasm,chasm
3491,License Bureau,license bureau
3492,Gay Dance Club,gay dance club
3493,Springfield Hyatt,springfield hyatt
3494,Springfield - Establishing,springfield - establishing
3495,Springfield Mall Parking Lot,springfield mall parking lot
3496,Mapple Store,mapple store
3497,Springfield Street - Early Evening,springfield street - early evening
3498,Springfield - Morning,springfield - morning
3499,Streets Of Springfield - Night,streets of springfield - night
3500,Bashir'S House,bashir house
3501,Amid'S Study,amid study
3502,Office #1,office 1
3503,Under Sea,under sea
3504,Mapple World Headquarters,mapple world headquarters
3505,Billionaires Retreat,billionaires retreat
3506,Camping Lodge,camping lodge
3507,Dallas,dallas
3508,Burns's Box,burns box
3509,Springfield Sports Palace,springfield sports palace
3510,Sports Palace - Continuous,sports palace - continuous
3511,Greenhouse,greenhouse
3512,Springfield - Night,springfield - night
3513,Excitement Arena,excitement arena
3514,Jumbotron Booth,jumbotron booth
3515,Arena Court - Continuous,arena court - continuous
3516,Springfield Excitement Arena,springfield excitement arena
3517,Springfield Rec Center,springfield rec center
3518,Kung Fu Class,kung fu class
3519,Rec Center,rec center
3520,Fancy Private School,fancy private school
3521,Pinkberry-Type Yogurt Store,pinkberry-type yogurt store
3522,Hobbes House,hobbes house
3523,Ellis island,ellis island
3524,Large Function Room,large function room
3525,Clam-elot Seafood,clam-elot seafood
3526,Clam-a-lot Seafood,clam-a-lot seafood
3527,Springfield High (1970S) - Auditorium,springfield high - auditorium
3528,Retirement Community,retirement community
3529,Luigi's Back Room,luigi back room
3530,Springfield High (1970S) - Alternate Reality,springfield high - alternate reality
3531,Luigi's Kitchen,luigi kitchen
3532,Springfield High (1970S) - Gym,springfield high - gym
3533,Large Beautiful House,large beautiful house
3534,Springfield Wall of Fame,springfield wall of fame
3535,Outskirts Of Capital City,outskirts of capital city
3536,Rundown Downtown Gas Station,rundown downtown gas station
3537,Gas Station Restroom Door,gas station restroom door
3538,Seedy Gas Station Bathroom,seedy gas station bathroom
3539,Seedy Gas Station,seedy gas station
3540,Garbage Barge,garbage barge
3541,Countryfine Mortgage Brokers,countryfine mortgage brokers
3542,Countryfine Bank,countryfine bank
3543,Ned'S House,ned house
3544,Usa,usa
3545,Poison Store,poison store
3546,River Bank,river bank
3547,Convent,convent
3548,Convent Steps,convent steps
3549,Clock Tower,clock tower
3550,Sailing Ship,sailing ship
3551,Field Near Beach,field near beach
3552,Bell Tower,bell tower
3553,Hillside Near Springfield Sign,hillside near springfield sign
3554,Ireland,ireland
3555,Irish Countryside,irish countryside
3556,Dunkilderry,dunkilderry
3557,Tom O'Flanagan'S,tom oflanagan
3558,Tom O'Flanagan'S Pub,tom oflanagan pub
3559,Giant's Causeway,giant causeway
3560,Guinness Brewery,guinness brewery
3561,Blarney Castle,blarney castle
3562,Dublin,dublin
3563,Simpson & Son Pub,simpson son pub
3564,Irish Police Station,irish police station
3565,Coast Guard Headquarters,coast guard headquarters
3566,Bridal store,bridal store
3567,Bakery,bakery
3568,Swell-Air Hotel,swell-air hotel
3569,Groom'S Room,groom room
3570,Dark Mysterious Room,dark mysterious room
3571,Swell-Air Hotel- Bride'S Room,swell-air hotel- bride room
3572,Small Creepy House,small creepy house
3573,Spinster Arms,spinster arms
3574,Children'S Park,children park
3575,Lovers' Lane,lovers lane
3576,Moe's Car,moe car
3577,Ogdenville,ogdenville
3578,Wooded Street,wooded street
3579,Maya'S House,maya house
3580,Alcatraz Avenue,alcatraz avenue
3581,Doorstep,doorstep
3582,Dr. Hibbert's Office Building,dr hibbert office building
3583,Crafty Art's Arts & Crafts,crafty art arts crafts
3584,Model Store,model store
3585,Westminster Abbey,westminster abbey
3586,Red Blazer Real Estate Office,red blazer real estate office
3587,Waverly Hills Apartments,waverly hills apartments
3588,Two-story Apartment Building,two-story apartment building
3589,Waverly Hills,waverly hills
3590,Waverly Hills City Hall,waverly hills city hall
3591,Homer's Waverly Hills Apt. Bldg.,homer waverly hills apt bldg
3592,Waverly Hills Elementary School,waverly hills elementary school
3593,Phone Company Control Room,phone company control room
3594,Homer's Apartment Building,homer apartment building
3595,Party Apartment,party apartment
3596,Tapas Bar,tapas bar
3597,Rodeo Drive-type Street,rodeo drive-type street
3598,Bart's Tree House,bart tree house
3599,Finger-Looking Good Nail Salon,finger-looking good nail salon
3600,Dodger Stadium,dodger stadium
3601,Richmond Palace,richmond palace
3602,Spanish Castle,spanish castle
3603,Elizabeth'S Castle,elizabeth castle
3604,English Beach,english beach
3605,English Ship,english ship
3606,Deck Of Spanish Ship,deck of spanish ship
3607,Elizabeth'S Palace,elizabeth palace
3608,Mine,mine
3609,Dwarves' Cottage,dwarves cottage
3610,Scottish Castle,scottish castle
3611,Sideshow Mel's Dressing Room,sideshow mel dressing room
3612,Springfield Theater,springfield theater
3613,Community Theater,community theater
3614,911 Operator Office,911 operator office
3615,Mediocri-Tots Daycare Center,mediocri-tots daycare center
3616,Ginormous Pictures Studios,ginormous pictures studios
3617,Ginormous Pictures,ginormous pictures
3618,Stahl Case Study House,stahl case study house
3619,Private Gym,private gym
3620,Springfield Soundstage,springfield soundstage
3621,Mrs. Krabappel's Car,mrs krabappel car
3622,Fancy Prep School,fancy prep school
3623,Krabappel'S Apt.,krabappel apt
3624,Mrs. Krabappel'S Apt.,mrs krabappel apt
3625,Edna's Edibles,edna edibles
3626,Fight Arena,fight arena
3627,Promoter'S Skybox,promoter skybox
3628,Martial Arts Academy,martial arts academy
3629,Stately Gothic Building,stately gothic building
3630,Yale Club,yale club
3631,Springfield Elementary Field,springfield elementary field
3632,Jeep,jeep
3633,Desert Area,desert area
3634,Safe Zone,safe zone
3635,Photo Studio,photo studio
3636,Carl's Office,carl office
3637,"""Smooches On The Beach"" Hotel",smooches on the beach hotel
3638,French Presidential Palace,french presidential palace
3639,Front Lawn,front lawn
3640,Frozen Lake,frozen lake
3641,Snow-Covered Shack,snow-covered shack
3642,Near Still,near still
3643,Spuckler Porch,spuckler porch
3644,Field Near Cletus's Shack,field near cletus shack
3645,Springfield Woods,springfield woods
3646,Hollowed-Out Tree,hollowed-out tree
3647,Springfield Hill Country,springfield hill country
3648,Hillbilly Region,hillbilly region
3649,Snowy Woods,snowy woods
3650,Springfield Courtroom,springfield courtroom
3651,Gumdrop Company,gumdrop company
3652,Bart'S Powerless Room,bart powerless room
3653,Snow Pile,snow pile
3654,Snow Chamber,snow chamber
3655,Giant Snow Bank,giant snow bank
3656,Seaworld-type Park,seaworld-type park
3657,Clam Stroller,clam stroller
3658,Slimu Stadium,slimu stadium
3659,Inside Aquatic Stadium,inside aquatic stadium
3660,Springfield Union Station,springfield union station
3661,Marshall Goldman'S Office,marshall goldman office
3662,Tinseltown Starliner,tinseltown starliner
3663,Grampa's Compartment,grampa compartment
3664,Train Car,train car
3665,Krustylu Studio Store,krustylu studio store
3666,Capital City Nuclear Plant,capital city nuclear plant
3667,Penelope'S Dressing Room,penelope dressing room
3668,Capital City Four Seasons,capital city four seasons
3669,Country Club Banquet Hall,country club banquet hall
3670,Torah Room,torah room
3671,Sidewalk Café,sidewalk café
3672,Elsewhere In Paris,elsewhere in paris
3673,Surface Of Water,surface of water
3674,Circuit Circus,circuit circus
3675,Electronics Store,electronics store
3676,Lower Down Mountain,lower down mountain
3677,Staples Center-Type Arena,staples center-type arena
3678,Zero-G Jet,zero-g jet
3679,Springfield Ice Rink,springfield ice rink
3680,Mrs. Skinner's Womb,mrs skinner womb
3681,Denver,denver
3682,Broomfield Event Center,broomfield event center
3683,Broomfield Ice Arena,broomfield ice arena
3684,Vancouver,vancouver
3685,Vancouver Street,vancouver street
3686,Vancouver Olympic Stadium,vancouver olympic stadium
3687,Olympic Village,olympic village
3688,Ski Jump,ski jump
3689,Vancouver Olympic Centre,vancouver olympic centre
3690,Vancouver Olympic Village,vancouver olympic village
3691,Marge and Homer's Apartment,marge and homer apartment
3692,Sports Chalet Set,sports chalet set
3693,Spot-Lit Theatrical Stage,spot-lit theatrical stage
3694,Modest 1860S' House,modest 1860s house
3695,Burns's Plantation House,burns plantation house
3696,Garden Outside Burns's Ballroom,garden outside burns ballroom
3697,Burns's Plantation,burns plantation
3698,Wilderness,wilderness
3699,Traveling Circus,traveling circus
3700,Old Simpson House,old simpson house
3701,Film Vault,film vault
3702,Niagara Falls,niagara falls
3703,Modest Snow-Covered House,modest snow-covered house
3704,Subway Stairwell,subway stairwell
3705,Subterranean Tunnel,subterranean tunnel
3706,Abandoned Subway Station,abandoned subway station
3707,Subway Tunnel,subway tunnel
3708,Park Playground,park playground
3709,Subway,subway
3710,Subway Terminal,subway terminal
3711,Subway Track,subway track
3712,Subway Control Booth,subway control booth
3713,Futuristic World,futuristic world
3714,Miss Hoover'S Room,miss hoover room
3715,Miss Stringham's Classroom,miss stringham classroom
3716,Springfield Imax Theater,springfield imax theater
3717,Ben Gurion Airport,ben gurion airport
3718,Mt. Zion,mt zion
3719,Near the Western Wall,near the western wall
3720,Western Wall,western wall
3721,Church of the Holy Sepulchre,church of the holy sepulchre
3722,Streets Of Old Jerusalem,streets of old jerusalem
3723,Dome Of The Rock,dome of the rock
3724,Israeli Air Airplane,israeli air airplane
3725,Burns's Wine Cellar,burns wine cellar
3726,Grassy Field,grassy field
3727,Front Of Party House,front of party house
3728,Springfield Play Park,springfield play park
3729,Louie's Car,louie car
3730,Alternative Energy Fair,alternative energy fair
3731,Open Water,open water
3732,Monitor Room,monitor room
3733,Surveillance Center,surveillance center
3734,1980s Volkswagen Mini-van,1980s volkswagen mini-van
3735,Ocean Ferry Docks,ocean ferry docks
3736,Lobster Trap,lobster trap
3737,Ferry Deck,ferry deck
3738,Weasel Island,weasel island
3739,Civil War Prison,civil war prison
3740,Crib,crib
3741,Street In Front Of Apu And Manjula's Apartment,street in front of apu and manjula apartment
3742,Street Near Springfield Ferry Dock,street near springfield ferry dock
3743,Iceland,iceland
3744,Walt Warren Backyard,walt warren backyard
3745,Walt'S House,walt house
3746,"""Walt'S"" Car",walt car
3747,Two-Man Cell,two-man cell
3748,Hospital Medical Ward,hospital medical ward
3749,Padded Cell,padded cell
3750,Gas & Grub,gas grub
3751,Remote Wilderness,remote wilderness
3752,Tijuana Streets,tijuana streets
3753,Five Corners,five corners
3754,Ugly Dog Contest Stage,ugly dog contest stage
3755,Springfield Elks Lodge,springfield elks lodge
3756,Springfield University Medical School - Establishing,springfield university medical school - establishing
3757,Springfield University Medical School - A Little Later,springfield university medical school - a little later
3758,Los Angeles Airport,los angeles airport
3759,Lax,lax
3760,Springfield Street - Evening,springfield street - evening
3761,Sports Bar,sports bar
3762,Hollywood - Day,hollywood - day
3763,20th Century Fox Studios,20th century fox studios
3764,American Idol Set,american idol set
3765,Springfield Municipal Golf Course,springfield municipal golf course
3766,Krusty's Limo,krusty limo
3767,Road Leading Away From Airport,road leading away from airport
3768,Arts Camp,arts camp
3769,Cabin 12,cabin 12
3770,Expressions- The Next Morning,expressions- the next morning
3771,Camp Stage,camp stage
3772,Expressions- Wooded Clearing,expressions- wooded clearing
3773,"The Hague, Netherlands",the hague netherlands
3774,International Court Of Justice,international court of justice
3775,Expressions- Great Lawn,expressions- great lawn
3776,Expressions,expressions
3777,Sprooklyn,sprooklyn
3778,Run-down Apartment Building,run-down apartment building
3779,The Hague,the hague
3780,Nearly-empty Coffee House,nearly-empty coffee house
3781,Ethan and Kurt's Apartment,ethan and kurt apartment
3782,Fancy Nightclub,fancy nightclub
3783,"Large, Pillared, Imposing-Looking Bank",large pillared imposing-looking bank
3784,Asia de Cuba de Springfield,asia de cuba de springfield
3785,Nelson'S Bike Shop,nelson bike shop
3786,Roller Rink,roller rink
3787,Isotots Stadium,isotots stadium
3788,Press Booth,press booth
3789,On Deck Circle,on deck circle
3790,Broadcasters' Booth,broadcasters booth
3791,Various Locations Around Capital City,various locations around capital city
3792,Drops And Risers Game,drops and risers game
3793,Simpson House Front Lawn,simpson house front lawn
3794,Water,water
3795,South Pacific,south pacific
3796,Sailboat,sailboat
3797,Albatross,albatross
3798,Simpsons' Boat,simpsons boat
3799,Simpson Boat,simpson boat
3800,Homer And Marge's Yacht,homer and marge yacht
3801,Marge And Homer's Yacht,marge and homer yacht
3802,Misty Forest,misty forest
3803,Church Bell Tower,church bell tower
3804,West Springfield,west springfield
3805,Texxon Station,texxon station
3806,Marge'S Childhood Room,marge childhood room
3807,Lisa's Window,lisa window
3808,Cloisters Academy,cloisters academy
3809,Statue of Liberty's Crown,statue of liberty crown
3810,Newsroom Set,newsroom set
3811,Hospital Lobby,hospital lobby
3812,Cliff Overlooking The Sea,cliff overlooking the sea
3813,Sky Near Cliff,sky near cliff
3814,Dick Cheney'S House,dick cheney house
3815,Doctor Thurston' Office,doctor thurston office
